name,last_season,country_of_birth,date_of_birth,position,foot,height_in_cm,contract_expiration_date,market_value_in_eur,highest_market_value_in_eur
Aritz Aduriz,2019,Spain,1981-02-11 00:00:00,Attack,right,181.0,,800000.0,9000000.0
Danny Graham,2015,England,1985-08-12 00:00:00,Attack,right,183.0,,475000.0,4000000.0
Andrew Taylor,2013,England,1986-08-01 00:00:00,Defender,left,178.0,,500000.0,2500000.0
Ross Turnbull,2012,England,1985-01-04 00:00:00,Goalkeeper,right,193.0,,350000.0,2000000.0
Javier Camuñas,2012,Spain,1980-07-17 00:00:00,Attack,right,172.0,,1200000.0,3400000.0
Nino,2020,Spain,1980-06-10 00:00:00,Attack,right,169.0,,100000.0,4000000.0
Pedro Ríos,2013,Spain,1981-12-12 00:00:00,Attack,right,175.0,,50000.0,3500000.0
Rubén Suárez,2013,Spain,1979-02-19 00:00:00,Attack,left,168.0,,200000.0,1500000.0
Thiago Silva,2023,Brazil,1984-09-22 00:00:00,Defender,right,181.0,2026-06-30 00:00:00,1000000.0,40000000.0
Ivan,2012,Brazil,1982-01-18 00:00:00,Defender,left,176.0,,600000.0,3000000.0
Jérémy Blayac,2017,France,1983-06-13 00:00:00,Attack,right,187.0,,250000.0,1300000.0
Mounir Obbadi,2016,France,1983-04-04 00:00:00,Midfield,right,175.0,,300000.0,2750000.0
Cyril Théréau,2019,France,1983-04-24 00:00:00,Attack,right,189.0,,200000.0,3000000.0
Ibson,2013,Brazil,1983-11-07 00:00:00,Midfield,right,178.0,,300000.0,5200000.0
Sami Khedira,2020,Germany,1987-04-04 00:00:00,Midfield,right,189.0,,2000000.0,35000000.0
Paulinho,2013,Brazil,1986-01-10 00:00:00,Attack,right,176.0,,500000.0,8500000.0
Yohan Cabaye,2019,France,1986-01-14 00:00:00,Midfield,right,173.0,,500000.0,23000000.0
Hakan Balta,2017,Germany,1983-03-23 00:00:00,Defender,left,184.0,,150000.0,6500000.0
John Ruddy,2024,England,1986-10-24 00:00:00,Goalkeeper,right,192.0,2025-06-30 00:00:00,200000.0,5000000.0
Julian Schuster,2017,Germany,1985-04-15 00:00:00,Midfield,right,189.0,,500000.0,4000000.0
Sven Bender,2020,Germany,1989-04-27 00:00:00,Midfield,right,186.0,,5500000.0,18000000.0
Lars Bender,2020,Germany,1989-04-27 00:00:00,Midfield,right,185.0,,5500000.0,22000000.0
Niko Bungert,2018,Germany,1986-10-24 00:00:00,Defender,right,188.0,,200000.0,3500000.0
Xabier Castillo,2012,Spain,1986-03-29 00:00:00,Defender,left,185.0,,500000.0,3000000.0
Ivo Ilicevic,2018,Germany,1986-11-14 00:00:00,Attack,,,,400000.0,5500000.0
Nizamettin Caliskan,2014,Germany,1987-03-20 00:00:00,Midfield,both,172.0,2024-06-30 00:00:00,50000.0,1400000.0
James Vaughan,2012,England,1988-07-14 00:00:00,Attack,right,181.0,,400000.0,2000000.0
Samil Cinaz,2019,Germany,1986-03-08 00:00:00,Midfield,,,,300000.0,1500000.0
Zé Love,2012,Brazil,1987-10-29 00:00:00,Attack,right,179.0,,700000.0,4000000.0
Benjamin Delacourt,2018,France,1985-03-10 00:00:00,Defender,right,177.0,,100000.0,500000.0
Jonathan Martins Pereira,2017,France,1986-01-30 00:00:00,Defender,right,182.0,,400000.0,1500000.0
Arthur Sorin,2013,France,1985-11-01 00:00:00,Defender,right,183.0,,200000.0,500000.0
Óscar Díaz,2013,Spain,1984-04-24 00:00:00,Attack,right,183.0,,100000.0,1200000.0
Mike Frantz,2019,Germany,1986-10-14 00:00:00,Midfield,right,182.0,2023-06-30 00:00:00,150000.0,2500000.0
Fabian Johnson,2019,Germany,1987-12-11 00:00:00,Attack,right,183.0,,250000.0,7000000.0
Damien Perquis,2013,France,1984-04-10 00:00:00,Defender,right,184.0,,200000.0,3700000.0
Rachid Bourabia,2014,France,1985-03-22 00:00:00,Midfield,right,181.0,,100000.0,900000.0
Lionel Cappone,2012,France,1979-02-08 00:00:00,Goalkeeper,right,182.0,,150000.0,600000.0
Charles Diers,2015,France,1981-06-06 00:00:00,Midfield,right,185.0,,250000.0,850000.0
Nuri Sahin,2021,Germany,1988-09-05 00:00:00,Midfield,left,180.0,,1000000.0,20000000.0
Mickaël Tacalfred,2015,France,1981-04-23 00:00:00,Defender,right,176.0,,250000.0,1000000.0
Benjamin Gorka,2016,Germany,1984-04-15 00:00:00,Defender,,,,150000.0,400000.0
Martin Harnik,2019,Germany,1987-06-10 00:00:00,Attack,right,185.0,2024-06-30 00:00:00,800000.0,11000000.0
Bernd Nehrig,2012,Germany,1986-09-28 00:00:00,Midfield,both,180.0,,100000.0,1750000.0
Jan Rosenthal,2016,Germany,1986-04-07 00:00:00,Attack,right,186.0,,125000.0,3000000.0
Tobias Levels,2016,Germany,1986-11-22 00:00:00,Defender,,,,400000.0,3000000.0
Johannes van den Bergh,2015,Germany,1986-11-21 00:00:00,Defender,left,183.0,,250000.0,2000000.0
Torsten Oehrl,2013,Germany,1986-01-07 00:00:00,Attack,right,192.0,,275000.0,1250000.0
Scott Sinclair,2019,England,1989-03-25 00:00:00,Attack,right,177.0,2024-06-30 00:00:00,175000.0,10000000.0
Danny Fox,2013,England,1986-05-29 00:00:00,Defender,left,183.0,,300000.0,3000000.0
Georg Niedermeier,2017,Germany,1986-02-26 00:00:00,Defender,right,190.0,,250000.0,4000000.0
Adam Johnson,2015,England,1987-07-14 00:00:00,Attack,left,182.0,,7500000.0,15000000.0
Anderson,2014,Brazil,1988-04-13 00:00:00,Midfield,left,175.0,,300000.0,31500000.0
Tobias Sippel,2024,Germany,1988-03-22 00:00:00,Goalkeeper,right,183.0,2025-06-30 00:00:00,300000.0,3000000.0
Nicolas Feldhahn,2021,Germany,1986-08-14 00:00:00,Midfield,right,189.0,,125000.0,500000.0
Robert Zillner,2012,Germany,1985-08-04 00:00:00,Midfield,,,,300000.0,800000.0
Olivier Veigneau,2019,France,1985-07-16 00:00:00,Defender,left,176.0,,150000.0,1800000.0
Mark Noble,2021,England,1987-05-08 00:00:00,Midfield,right,180.0,,1000000.0,8000000.0
Christopher Nöthe,2012,Germany,1988-01-03 00:00:00,Attack,,,,250000.0,1750000.0
Yasin Öztekin,2020,Germany,1987-03-19 00:00:00,Attack,right,179.0,2023-06-30 00:00:00,50000.0,5750000.0
Ivan Paurevic,2018,Germany,1991-07-01 00:00:00,Midfield,right,194.0,,150000.0,1800000.0
Hogan Ephraim,2012,England,1988-03-31 00:00:00,Midfield,left,175.0,,100000.0,1500000.0
Felix Kroos,2019,Germany,1991-03-12 00:00:00,Midfield,right,184.0,,600000.0,2000000.0
Dorian Dervite,2018,France,1988-07-25 00:00:00,Defender,right,192.0,2023-06-30 00:00:00,250000.0,1000000.0
Marcel Heller,2017,Germany,1986-02-12 00:00:00,Midfield,right,176.0,,75000.0,1750000.0
Naldo,2019,Brazil,1982-09-10 00:00:00,Defender,right,198.0,,250000.0,12500000.0
Mike Pollitt,2012,England,1972-02-29 00:00:00,Goalkeeper,right,193.0,,250000.0,650000.0
Antonio Barragán,2021,Spain,1987-06-12 00:00:00,Defender,right,186.0,,600000.0,5000000.0
Pedro Geromel,2012,Brazil,1985-09-21 00:00:00,Defender,right,190.0,2023-12-31 00:00:00,250000.0,8000000.0
Sezer Badur,2015,Germany,,Midfield,right,181.0,,25000.0,2200000.0
Micah Richards,2015,England,1988-06-24 00:00:00,Defender,right,180.0,,500000.0,18500000.0
Patrick Herrmann,2023,Germany,1991-02-12 00:00:00,Attack,right,179.0,,1000000.0,12000000.0
Max Grün,2020,Germany,1987-04-05 00:00:00,Goalkeeper,right,190.0,2024-06-30 00:00:00,75000.0,1750000.0
Etto,2012,Brazil,1981-03-08 00:00:00,Defender,right,182.0,,300000.0,2500000.0
Danilo,2020,Brazil,1984-05-10 00:00:00,Defender,right,185.0,,300000.0,7500000.0
Baris Özbek,2015,Germany,1986-09-14 00:00:00,Midfield,right,181.0,,100000.0,4000000.0
Moritz Stoppelkamp,2014,Germany,1986-12-11 00:00:00,Attack,right,180.0,2023-06-30 00:00:00,150000.0,2500000.0
Aílton,2013,Brazil,1984-08-20 00:00:00,Attack,right,180.0,,125000.0,4000000.0
Angelo,2012,Brazil,1981-06-12 00:00:00,Defender,right,175.0,,50000.0,1500000.0
Dean Hammond,2015,England,1983-03-07 00:00:00,Midfield,right,182.0,,500000.0,750000.0
Florian Jungwirth,2016,Germany,1989-01-27 00:00:00,Defender,right,181.0,,250000.0,1500000.0
Cristóvão Ramos,2013,France,1983-03-25 00:00:00,Attack,right,173.0,,400000.0,1000000.0
Diego Souza,2013,Brazil,1985-06-17 00:00:00,Attack,right,186.0,2023-12-31 00:00:00,150000.0,7000000.0
Miranda,2018,Brazil,1984-09-07 00:00:00,Defender,right,186.0,,250000.0,22000000.0
Karim Soltani,2017,France,1984-08-29 00:00:00,Attack,both,179.0,,200000.0,1000000.0
Boukary Dramé,2017,France,1985-07-22 00:00:00,Defender,left,180.0,,250000.0,3000000.0
Ahmed Kantari,2014,France,1985-06-28 00:00:00,Defender,left,185.0,,200000.0,2500000.0
Raïs M'Bolhi,2017,France,1986-04-25 00:00:00,Goalkeeper,right,190.0,2023-06-30 00:00:00,250000.0,1500000.0
Leon Barnett,2012,England,1985-11-30 00:00:00,Defender,right,185.0,,250000.0,4000000.0
Dean Brill,2016,England,1985-12-02 00:00:00,Goalkeeper,right,188.0,,300000.0,325000.0
Kevin Foley,2014,England,1984-11-01 00:00:00,Defender,right,183.0,,350000.0,3500000.0
Lukas Jutkiewicz,2016,England,1989-03-28 00:00:00,Attack,left,185.0,2024-06-30 00:00:00,450000.0,3000000.0
Olberdam,2012,Brazil,1985-02-06 00:00:00,Midfield,left,180.0,,100000.0,1000000.0
Henrique,2013,Brazil,1983-05-02 00:00:00,Defender,right,189.0,,750000.0,3000000.0
Guido Kocer,2015,Germany,1988-09-15 00:00:00,Attack,left,175.0,2025-06-30 00:00:00,100000.0,2000000.0
Theo Walcott,2022,England,1989-03-16 00:00:00,Attack,both,175.0,,1000000.0,28000000.0
François Marque,2012,France,1983-07-31 00:00:00,Defender,left,,2024-06-30 00:00:00,25000.0,800000.0
Stefano Celozzi,2013,Germany,1988-11-02 00:00:00,Defender,,,,300000.0,3000000.0
Peçanha,2016,Brazil,1980-01-11 00:00:00,Goalkeeper,left,181.0,,50000.0,1100000.0
Cristiano,2012,Brazil,1983-09-28 00:00:00,Attack,left,174.0,,1000000.0,2750000.0
Alex Smithies,2022,England,1990-03-05 00:00:00,Goalkeeper,right,189.0,2024-06-30 00:00:00,500000.0,3500000.0
Armand Traoré,2018,France,1989-10-08 00:00:00,Defender,left,184.0,,200000.0,3500000.0
Ryan Taylor,2014,England,1984-08-19 00:00:00,Defender,right,179.0,,350000.0,4500000.0
Serkan Atak,2013,Germany,1984-01-03 00:00:00,Midfield,right,175.0,,100000.0,2000000.0
Jimmy Kébé,2013,France,1984-01-19 00:00:00,Attack,left,187.0,,500000.0,2000000.0
Kevin Lejeune,2016,France,1985-01-22 00:00:00,Midfield,left,181.0,,325000.0,3500000.0
Baptiste Martin,2013,France,1985-05-14 00:00:00,Defender,right,186.0,,250000.0,1500000.0
Mohamed Fofana,2015,France,1985-03-07 00:00:00,Defender,right,182.0,,250000.0,3600000.0
Xavier Pentecôte,2014,France,1986-08-13 00:00:00,Attack,right,180.0,,250000.0,1250000.0
Maxime Josse,2013,France,1987-03-21 00:00:00,Defender,right,186.0,,300000.0,1500000.0
Blaise Matuidi,2019,France,1987-04-09 00:00:00,Midfield,left,175.0,,500000.0,30000000.0
Jessy Moulin,2022,France,1986-01-13 00:00:00,Goalkeeper,right,184.0,,200000.0,1000000.0
Christian Nadé,2015,France,1984-09-18 00:00:00,Attack,right,186.0,2023-06-30 00:00:00,100000.0,700000.0
Benjamin Nivet,2017,France,1977-01-02 00:00:00,Midfield,right,178.0,,250000.0,2400000.0
Florian Marange,2016,France,1986-03-03 00:00:00,Defender,left,181.0,,1000000.0,1800000.0
Rafinha,2020,Brazil,1985-09-07 00:00:00,Defender,right,172.0,2023-12-31 00:00:00,200000.0,12000000.0
Laurent Agouazi,2014,France,1984-03-16 00:00:00,Midfield,right,184.0,,150000.0,1400000.0
Sébastien Bassong,2019,France,1986-07-09 00:00:00,Defender,left,187.0,,250000.0,9000000.0
Ricardo Faty,2019,France,1986-08-04 00:00:00,Midfield,right,,,25000.0,2500000.0
David Nugent,2016,England,1985-05-02 00:00:00,Attack,right,180.0,,200000.0,9000000.0
Nilson,2015,Brazil,1975-12-26 00:00:00,Goalkeeper,right,185.0,,25000.0,2200000.0
Nejmeddin Daghfous,2012,Germany,1986-10-01 00:00:00,Missing,both,178.0,,50000.0,600000.0
Ronny,2013,Brazil,1983-02-25 00:00:00,Attack,right,183.0,,800000.0,1000000.0
Tom Heaton,2024,England,1986-04-15 00:00:00,Goalkeeper,right,188.0,2025-06-30 00:00:00,250000.0,6000000.0
Hakan Aslantas,2017,Germany,1985-08-26 00:00:00,Defender,right,181.0,,10000.0,2000000.0
Djamel Abdoun,2015,France,1986-02-14 00:00:00,Attack,right,178.0,,600000.0,3500000.0
Jan Hochscheidt,2013,Germany,1987-10-04 00:00:00,Midfield,both,180.0,,100000.0,1500000.0
Richard Stearman,2019,England,1987-08-19 00:00:00,Defender,right,191.0,2023-06-30 00:00:00,75000.0,3500000.0
André Luiz,2012,Brazil,1980-01-27 00:00:00,Defender,right,185.0,,400000.0,4500000.0
Diego López,2022,Spain,1981-11-03 00:00:00,Goalkeeper,right,196.0,,300000.0,16000000.0
Adriano,2020,Brazil,1984-10-26 00:00:00,Defender,both,172.0,,350000.0,20000000.0
Jérémy Choplin,2014,France,1985-02-09 00:00:00,Defender,right,183.0,,200000.0,1500000.0
Matthew Connolly,2018,England,1987-09-24 00:00:00,Defender,right,188.0,,400000.0,2000000.0
Danny Haynes,2013,England,1988-01-19 00:00:00,Attack,right,178.0,,350000.0,750000.0
Xisco,2014,Spain,1986-06-26 00:00:00,Attack,right,188.0,2023-06-30 00:00:00,50000.0,5000000.0
Serdar Tasci,2018,Germany,1987-04-24 00:00:00,Defender,,,,150000.0,12000000.0
Raúl García,2023,Spain,1986-07-11 00:00:00,Attack,right,184.0,,1500000.0,16000000.0
Cláudio,2012,Brazil,1977-08-17 00:00:00,Defender,right,182.0,,25000.0,600000.0
Deniz Yilmaz,2017,Germany,1988-02-26 00:00:00,Attack,right,182.0,,150000.0,2500000.0
Roberto Soldado,2021,Spain,1985-05-27 00:00:00,Attack,right,180.0,2023-06-30 00:00:00,500000.0,30000000.0
Fabien Farnolle,2020,France,1985-02-05 00:00:00,Goalkeeper,right,197.0,,350000.0,800000.0
Volkan Yaman,2013,Germany,1982-08-27 00:00:00,Defender,,,,250000.0,2600000.0
Steven Fletcher,2022,England,1987-03-26 00:00:00,Attack,left,185.0,,200000.0,15000000.0
Stefan Aigner,2015,Germany,1987-08-20 00:00:00,Attack,right,183.0,,275000.0,5500000.0
Marco Reus,2023,Germany,1989-05-31 00:00:00,Midfield,right,180.0,2026-12-31 00:00:00,5000000.0,50000000.0
Matheus,2015,Brazil,1983-01-15 00:00:00,Attack,both,175.0,,50000.0,3500000.0
Ibrahim Dagasan,2015,France,1984-06-15 00:00:00,Midfield,right,179.0,,300000.0,2500000.0
Marc Pfitzner,2013,Germany,1984-08-28 00:00:00,Midfield,right,183.0,,100000.0,600000.0
Lewis Grabban,2017,England,1988-01-12 00:00:00,Attack,right,183.0,,250000.0,4500000.0
David McGoldrick,2020,England,1987-11-29 00:00:00,Attack,right,184.0,2023-06-30 00:00:00,200000.0,2000000.0
Jordi Codina,2014,Spain,1982-04-27 00:00:00,Goalkeeper,right,189.0,,100000.0,2000000.0
Stephan Fürstner,2021,Germany,1987-09-11 00:00:00,Midfield,both,178.0,,75000.0,2000000.0
Javier Paredes,2012,Spain,1982-07-05 00:00:00,Defender,left,177.0,,100000.0,2400000.0
Arthuro,2014,Brazil,1982-08-27 00:00:00,Attack,left,193.0,,50000.0,1400000.0
Iriney,2012,Brazil,1981-04-23 00:00:00,Midfield,right,179.0,,400000.0,2500000.0
David Silva,2022,Spain,1986-01-08 00:00:00,Midfield,left,170.0,2024-06-30 00:00:00,4000000.0,50000000.0
Toño,2015,Spain,1979-12-17 00:00:00,Goalkeeper,right,182.0,,100000.0,6000000.0
Felipe Melo,2016,Brazil,1983-06-26 00:00:00,Midfield,right,183.0,2023-12-31 00:00:00,150000.0,19000000.0
Mehdi Lacen,2017,France,1984-05-15 00:00:00,Midfield,left,176.0,,500000.0,3500000.0
Víctor Casadesús,2015,Spain,1985-02-28 00:00:00,Attack,right,180.0,2023-06-30 00:00:00,50000.0,3000000.0
Roberto Santamaría,2018,Spain,1985-02-27 00:00:00,Goalkeeper,right,183.0,2023-06-30 00:00:00,50000.0,1500000.0
Rafita,2013,Spain,1982-08-18 00:00:00,Defender,right,175.0,2023-06-30 00:00:00,800000.0,1200000.0
Ustaritz,2014,Spain,1983-02-16 00:00:00,Defender,right,183.0,,350000.0,2400000.0
Mikel González,2016,Spain,1985-09-24 00:00:00,Defender,right,190.0,2023-05-31 00:00:00,100000.0,5000000.0
Ángel Lafita,2015,Spain,1984-08-07 00:00:00,Attack,right,188.0,,2000000.0,7000000.0
Fernando Llorente,2020,Spain,1985-02-26 00:00:00,Attack,right,195.0,,300000.0,30000000.0
José Enrique,2015,Spain,1986-01-23 00:00:00,Defender,left,184.0,,800000.0,14000000.0
Miguel Flaño,2016,Spain,1984-08-19 00:00:00,Defender,right,177.0,,200000.0,5000000.0
Javier Balboa,2014,Spain,1985-05-13 00:00:00,Attack,right,182.0,,600000.0,4000000.0
Jean Calvé,2015,France,1984-04-30 00:00:00,Defender,right,183.0,,100000.0,2500000.0
Mesut Özil,2022,Germany,1988-10-15 00:00:00,Midfield,left,180.0,,700000.0,50000000.0
Víctor Vázquez,2020,Spain,1987-01-20 00:00:00,Midfield,right,180.0,2023-12-31 00:00:00,150000.0,4000000.0
Cameron Jerome,2019,England,1986-08-14 00:00:00,Attack,right,185.0,2024-06-30 00:00:00,75000.0,5500000.0
Änis Ben-Hatira,2020,Germany,1988-07-18 00:00:00,Midfield,both,183.0,,75000.0,3000000.0
Djalmir,2012,Brazil,1976-04-22 00:00:00,Attack,right,183.0,,100000.0,900000.0
Max Kruse,2022,Germany,1988-03-19 00:00:00,Attack,left,180.0,2024-06-30 00:00:00,500000.0,12000000.0
Christian Dorda,2014,Germany,,Defender,left,182.0,,175000.0,550000.0
Olcay Sahan,2020,Germany,1987-05-26 00:00:00,Attack,right,179.0,2023-06-30 00:00:00,100000.0,9500000.0
Fin Bartels,2019,Germany,1987-02-07 00:00:00,Attack,right,176.0,2023-06-30 00:00:00,300000.0,3750000.0
Mirko Boland,2013,Germany,1987-04-23 00:00:00,Midfield,left,172.0,2024-06-30 00:00:00,125000.0,1500000.0
Wílton Figueiredo,2013,Brazil,1982-03-17 00:00:00,Attack,right,183.0,,250000.0,3000000.0
Simon Terodde,2022,Germany,1988-03-02 00:00:00,Attack,right,192.0,2024-06-30 00:00:00,900000.0,4000000.0
Serge Gakpé,2018,France,1987-05-07 00:00:00,Attack,right,176.0,,100000.0,4000000.0
Julien Quercia,2013,France,1986-08-17 00:00:00,Attack,both,168.0,,250000.0,2100000.0
Javi García,2021,Spain,1987-02-08 00:00:00,Midfield,right,187.0,,300000.0,20000000.0
Roger Guerreiro,2012,Brazil,1982-05-25 00:00:00,Midfield,left,186.0,,400000.0,4000000.0
Alanzinho,2014,Brazil,1983-02-22 00:00:00,Midfield,left,164.0,,100000.0,5000000.0
Tevfik Köse,2014,Germany,1988-07-12 00:00:00,Attack,right,180.0,,25000.0,1700000.0
Miguel Pallardó,2015,Spain,1986-09-05 00:00:00,Midfield,right,174.0,,250000.0,2500000.0
Colin Kazim-Richards,2022,England,1986-08-26 00:00:00,Attack,right,187.0,,175000.0,5000000.0
Leon Clarke,2019,England,1985-02-10 00:00:00,Attack,right,188.0,2023-05-31 00:00:00,50000.0,750000.0
Billy Jones,2016,England,1987-03-24 00:00:00,Defender,right,182.0,,250000.0,2500000.0
Fabrice Begeorgi,2013,France,1987-04-20 00:00:00,Defender,right,177.0,,50000.0,500000.0
Marc Pugh,2018,England,1987-04-02 00:00:00,Attack,right,180.0,,800000.0,2000000.0
Nathan Dyer,2017,England,1987-11-29 00:00:00,Attack,right,165.0,,350000.0,5500000.0
Sami Allagui,2019,Germany,1986-05-28 00:00:00,Attack,right,184.0,,250000.0,4500000.0
Adam Eckersley,2018,England,1985-09-07 00:00:00,Defender,left,180.0,,250000.0,500000.0
Gabriel Agbonlahor,2015,England,1986-10-13 00:00:00,Attack,right,183.0,,1000000.0,16500000.0
Tommy Elphick,2015,England,1987-09-07 00:00:00,Defender,right,188.0,,300000.0,3000000.0
Craig Gardner,2016,England,1986-11-25 00:00:00,Midfield,right,176.0,,400000.0,7500000.0
Ceyhun Gülselam,2021,Germany,1987-12-25 00:00:00,Midfield,right,192.0,2024-06-30 00:00:00,50000.0,2500000.0
Mario Suárez,2022,Spain,1987-02-24 00:00:00,Defender,right,189.0,,300000.0,10000000.0
Antonio Tomás,2016,Spain,1985-01-13 00:00:00,Midfield,right,179.0,,150000.0,3000000.0
Lee Cattermole,2019,England,1988-03-21 00:00:00,Midfield,right,178.0,,650000.0,7000000.0
José Crespo,2021,Spain,1987-02-09 00:00:00,Defender,right,185.0,2024-05-31 00:00:00,300000.0,2800000.0
Manuel da Costa,2020,France,1986-05-06 00:00:00,Defender,right,191.0,,200000.0,5500000.0
Manu del Moral,2014,Spain,1984-02-25 00:00:00,Attack,right,185.0,,200000.0,7000000.0
Roberto,2020,Spain,1986-02-10 00:00:00,Goalkeeper,right,192.0,,500000.0,9000000.0
Éder,2017,Brazil,1986-11-15 00:00:00,Attack,right,177.0,2023-11-30 00:00:00,200000.0,15000000.0
Danny Simpson,2018,England,1987-01-04 00:00:00,Defender,right,176.0,,300000.0,5500000.0
Imanol Agirretxe,2017,Spain,1987-02-24 00:00:00,Attack,right,187.0,,1000000.0,6000000.0
Ludovic Genest,2013,France,1987-09-18 00:00:00,Midfield,right,176.0,,300000.0,800000.0
Larsen Touré,2012,France,1984-07-20 00:00:00,Attack,left,185.0,,400000.0,1250000.0
Lee Johnson,2012,England,1981-06-07 00:00:00,Midfield,right,168.0,,300000.0,1250000.0
Alexandre Pato,2016,Brazil,1989-09-02 00:00:00,Attack,right,180.0,,700000.0,35000000.0
Rubinho,2016,Brazil,1982-08-04 00:00:00,Goalkeeper,right,186.0,,50000.0,6000000.0
Thiago,2014,Brazil,1988-10-22 00:00:00,Attack,right,171.0,,25000.0,350000.0
Christian Kum,2020,Germany,1985-09-13 00:00:00,Defender,both,182.0,,200000.0,750000.0
Aykut Akgün,2013,Germany,1987-09-18 00:00:00,Midfield,right,183.0,,25000.0,1500000.0
Antonis Rikka,2012,France,1986-03-03 00:00:00,Midfield,both,178.0,,150000.0,1500000.0
Ion Ansotegi,2015,Spain,1982-07-13 00:00:00,Defender,right,192.0,,300000.0,3000000.0
DJ Campbell,2012,England,1981-11-12 00:00:00,Attack,right,178.0,,250000.0,3500000.0
Aydin Karabulut,2019,Germany,1988-01-25 00:00:00,Attack,left,178.0,,25000.0,2600000.0
David Cobeño,2015,Spain,1982-04-06 00:00:00,Goalkeeper,,188.0,,200000.0,3500000.0
Nabil El Zhar,2018,France,1986-08-27 00:00:00,Attack,both,170.0,2023-05-31 00:00:00,500000.0,3000000.0
Bobô,2018,Brazil,1985-01-09 00:00:00,Attack,right,186.0,,200000.0,9500000.0
Alex Bruce,2019,England,1984-09-28 00:00:00,Defender,right,180.0,,300000.0,1500000.0
Adam Hammill,2018,England,1988-01-25 00:00:00,Attack,left,180.0,,100000.0,1500000.0
Lee Peltier,2020,England,1986-12-11 00:00:00,Defender,right,178.0,2023-06-30 00:00:00,200000.0,1500000.0
Michael Mancienne,2013,England,1988-01-08 00:00:00,Defender,right,184.0,,75000.0,3500000.0
Adrian Mariappa,2019,England,1986-10-03 00:00:00,Defender,right,179.0,2023-06-30 00:00:00,100000.0,4000000.0
Marc Torrejón,2016,Spain,1986-02-18 00:00:00,Defender,,,,250000.0,8000000.0
Mergim Mavraj,2018,Germany,1986-06-09 00:00:00,Defender,left,189.0,,125000.0,2500000.0
Sergio Sánchez,2017,Spain,1986-04-03 00:00:00,Defender,right,185.0,,100000.0,4000000.0
Timur Özgöz,2013,Germany,1987-05-29 00:00:00,Midfield,both,181.0,,100000.0,550000.0
Thorsten Kirschbaum,2020,Germany,1987-04-20 00:00:00,Goalkeeper,left,195.0,2023-06-30 00:00:00,200000.0,1500000.0
Mevlüt Erdinc,2020,France,1987-02-25 00:00:00,Attack,right,181.0,,50000.0,10500000.0
Danny Williams,2018,Germany,1989-03-08 00:00:00,Midfield,right,182.0,,475000.0,2800000.0
Jean-Christophe Vergerolle,2012,France,1985-07-12 00:00:00,Defender,left,188.0,,150000.0,800000.0
Daniel Caligiuri,2022,Germany,1988-01-15 00:00:00,Attack,right,182.0,,400000.0,7500000.0
